file,profile,policy,seed,belief_ttl,max_observations,sensor_mode,device,learned_model,mission_success,safe_success,unsafe_crossing,wrong_detour,observation_count,replan_count,stale_count,path_length,viewpoint_travel,brier_score,final_entropy,information_gain_per_meter,unresolved_gate_entries,dynamic_intercepted,avg_sensor_corruption_ms,avg_perception_ms,elapsed_seconds,simulation_steps
purify-learned__segmentation-degradation__seed-20018.json,segmentation-degradation,purify-learned,20018,60,4,camera-rgbd-corrupted,cuda:0,outputs/v3-nbv-dataset-83a969c/nbv-model.pt,True,True,False,False,4,3,1,9.296000000000006,5.248000000000004,0.007327594657380066,0.11151796122027399,0.32522099645313396,0,False,83.73453876376152,10.857417866587639,2.901846120133996,621
purify-learned__segmentation-degradation__seed-20019.json,segmentation-degradation,purify-learned,20019,60,4,camera-rgbd-corrupted,cuda:0,outputs/v3-nbv-dataset-83a969c/nbv-model.pt,True,True,False,False,5,4,1,13.76000000000001,6.416000000000005,0.07844760318925022,0.5517744107015836,0.12684516193885756,0,False,62.82133347988129,106.13290272951126,3.8128166887909174,910
purify-learned__static-mixed__seed-20000.json,static-mixed,purify-learned,20000,60,4,camera-rgbd-corrupted,cuda:0,outputs/v3-nbv-dataset-83a969c/nbv-model.pt,True,True,False,False,5,4,1,11.872000000000009,7.584000000000006,0.00011753739626078839,0.0021616621346794178,0.26803798998848033,0,False,66.13896811008453,9.107043159008025,3.4192957375198603,792
purify-learned__static-mixed__seed-20001.json,static-mixed,purify-learned,20001,60,4,camera-rgbd-corrupted,cuda:0,outputs/v3-nbv-dataset-83a969c/nbv-model.pt,True,True,False,False,4,3,1,10.224000000000007,4.720000000000003,0.0027155205914448886,0.01626318636568424,0.38725291640316695,0,False,81.8426383137703,11.089533641934395,2.943735308945179,679
purify-learned__static-mixed__seed-20002.json,static-mixed,purify-learned,20002,60,4,camera-rgbd-corrupted,cuda:0,outputs/v3-nbv-dataset-83a969c/nbv-model.pt,True,True,False,False,4,3,1,8.336000000000006,4.064000000000003,2.3062257367915493e-05,0.0007399424006872213,0.4916520836776503,0,False,76.5650786459446,128.1322016119957,3.534128211438656,561
purify-learned__static-mixed__seed-20003.json,static-mixed,purify-learned,20003,60,4,camera-rgbd-corrupted,cuda:0,outputs/v3-nbv-dataset-83a969c/nbv-model.pt,True,True,False,False,2,1,0,6.352000000000005,2.992000000000002,0.00013603861302210498,0.020471205340775556,0.3273826185358368,0,False,156.9766789674759,23.115562200546265,2.6380491126328707,417
purify-learned__static-mixed__seed-20004.json,static-mixed,purify-learned,20004,60,4,camera-rgbd-corrupted,cuda:0,outputs/v3-nbv-dataset-83a969c/nbv-model.pt,True,True,False,False,4,3,1,9.904000000000007,5.200000000000004,0.002463655040566199,0.12784443087698805,0.3573575296678172,0,False,73.90099596977234,10.423735275864601,2.859063884243369,659
purify-learned__static-mixed__seed-20005.json,static-mixed,purify-learned,20005,60,4,camera-rgbd-corrupted,cuda:0,outputs/v3-nbv-dataset-83a969c/nbv-model.pt,True,True,False,False,4,3,1,10.144000000000007,4.144000000000003,0.0032582697741714082,0.011026988269998424,0.4644197833176273,0,False,80.60421726107597,133.52710807323456,3.400831202045083,674
purify-learned__static-mixed__seed-20006.json,static-mixed,purify-learned,20006,60,4,camera-rgbd-corrupted,cuda:0,outputs/v3-nbv-dataset-83a969c/nbv-model.pt,True,True,False,False,4,3,1,7.1360000000000054,3.424000000000002,4.980498748520995e-05,0.0014943745999447765,0.5832392671729291,0,False,74.61239475011826,118.99391494691372,3.1451026052236557,486
purify-learned__static-mixed__seed-20007.json,static-mixed,purify-learned,20007,60,4,camera-rgbd-corrupted,cuda:0,outputs/v3-nbv-dataset-83a969c/nbv-model.pt,True,True,False,False,4,3,1,12.41600000000001,5.104000000000004,0.0012220850120379797,0.011825387345009439,0.3838032328967226,0,False,74.45945817232132,132.97802305221558,3.5951584931463003,816
purify-learned__static-mixed__seed-20008.json,static-mixed,purify-learned,20008,60,4,camera-rgbd-corrupted,cuda:0,outputs/v3-nbv-dataset-83a969c/nbv-model.pt,True,True,False,False,4,3,1,7.1360000000000054,3.424000000000002,0.011492651756576249,0.08342057515926865,0.5135732506343299,0,False,74.4936195909977,128.69538715481758,3.0253967568278313,486
purify-learned__static-mixed__seed-20009.json,static-mixed,purify-learned,20009,60,4,camera-rgbd-corrupted,cuda:0,outputs/v3-nbv-dataset-83a969c/nbv-model.pt,True,True,False,False,4,3,1,10.144000000000007,4.144000000000003,0.0073221003564176825,0.15907738182563028,0.44172469804415426,0,False,80.7349325120449,124.90011958777905,3.407583197578788,674
purify-learned__static-mixed__seed-20010.json,static-mixed,purify-learned,20010,60,4,camera-rgbd-corrupted,cuda:0,outputs/v3-nbv-dataset-83a969c/nbv-model.pt,True,True,False,False,4,3,1,9.040000000000006,4.816000000000003,4.78729794678671e-05,0.02862622841891617,0.4091682728705734,0,False,71.3937426507473,11.18192072212696,2.7932008430361748,605
purify-learned__static-mixed__seed-20011.json,static-mixed,purify-learned,20011,60,4,camera-rgbd-corrupted,cuda:0,outputs/v3-nbv-dataset-83a969c/nbv-model.pt,True,True,False,False,2,1,0,9.728000000000007,6.304000000000005,0.025765796935248435,0.09929303984012589,0.1428786421573403,0,False,160.6167929172516,259.74509716033936,3.360447585582733,628
purify-learned__static-mixed__seed-20012.json,static-mixed,purify-learned,20012,60,4,camera-rgbd-corrupted,cuda:0,outputs/v3-nbv-dataset-83a969c/nbv-model.pt,True,True,False,False,4,3,1,11.696000000000009,6.896000000000004,3.408865662195966e-05,0.00875464220373213,0.28838108243498634,0,False,74.43996065855026,10.63471806049347,3.0441728122532368,771
purify-learned__static-mixed__seed-20013.json,static-mixed,purify-learned,20013,60,4,camera-rgbd-corrupted,cuda:0,outputs/v3-nbv-dataset-83a969c/nbv-model.pt,True,True,False,False,4,3,1,12.41600000000001,5.104000000000004,0.0003203862171472084,0.01670031746061565,0.38669143768461367,0,False,75.55697005987167,10.808523565530777,3.149801831692457,816
