file,profile,policy,seed,belief_ttl,max_observations,sensor_mode,device,learned_model,mission_success,safe_success,unsafe_crossing,wrong_detour,observation_count,replan_count,stale_count,path_length,viewpoint_travel,brier_score,final_entropy,information_gain_per_meter,unresolved_gate_entries,dynamic_intercepted,avg_sensor_corruption_ms,avg_perception_ms,elapsed_seconds,simulation_steps
fixed-multiview__static-mixed__seed-20010.json,static-mixed,fixed-multiview,20010,60,4,camera-rgbd-corrupted,cuda:0,,True,True,False,False,3,0,0,10.800000000000008,7.0560000000000045,1.838490791532799e-05,0.00023080065331245898,0.14169064616591368,0,False,111.24770363171895,14.85277005036672,2.782393854111433,705
fixed-multiview__static-mixed__seed-20011.json,static-mixed,fixed-multiview,20011,60,4,camera-rgbd-corrupted,cuda:0,,True,True,False,False,3,0,0,13.37600000000001,8.320000000000006,0.01712468055226565,0.016470877846547795,0.11821263487421294,0,False,114.21804682413737,165.49275183677673,3.3739659804850817,866
fixed-multiview__static-mixed__seed-20012.json,static-mixed,fixed-multiview,20012,60,4,camera-rgbd-corrupted,cuda:0,,True,True,False,False,3,0,0,9.056000000000006,5.312000000000004,8.15067608765146e-05,0.013399555717410947,0.19188094462378052,0,False,102.88374312718709,14.982895493507385,2.4934138730168343,596
fixed-multiview__static-mixed__seed-20013.json,static-mixed,fixed-multiview,20013,60,4,camera-rgbd-corrupted,cuda:0,,True,True,False,False,3,0,0,14.09600000000001,8.512000000000006,0.0006517276714900244,0.027032593444302516,0.12061039527041824,0,False,97.07712304592133,13.921088745196661,2.9275674019008875,911
fixed-multiview__static-mixed__seed-20014.json,static-mixed,fixed-multiview,20014,60,4,camera-rgbd-corrupted,cuda:0,,True,True,False,False,3,0,0,11.568000000000008,8.320000000000006,0.00018638023591477243,0.044870208360379346,0.11963805188462005,0,False,99.96977647145589,14.169643143812815,2.842687387019396,753
fixed-multiview__static-mixed__seed-20015.json,static-mixed,fixed-multiview,20015,60,4,camera-rgbd-corrupted,cuda:0,,True,True,False,False,3,0,0,13.26400000000001,7.680000000000005,0.022591525343765965,0.35635870928709323,0.0906021264692231,0,False,96.31782984733582,171.4928741455078,3.483262652531266,859
fixed-multiview__static-mixed__seed-20016.json,static-mixed,fixed-multiview,20016,60,4,camera-rgbd-corrupted,cuda:0,,True,True,False,False,3,0,0,11.568000000000008,8.320000000000006,7.821038845740159e-05,0.004539926349883991,0.1199444988579602,0,False,103.46581749121349,15.597355822722117,2.8018605280667543,753
fixed-multiview__static-mixed__seed-20017.json,static-mixed,fixed-multiview,20017,60,4,camera-rgbd-corrupted,cuda:0,,True,True,False,False,3,0,0,8.752000000000006,5.312000000000004,0.00047210816904987403,0.0361980888989647,0.19090219250287996,0,False,104.4940181573232,168.15650101502737,3.0689783822745085,577
fixed-multiview__static-mixed__seed-20018.json,static-mixed,fixed-multiview,20018,60,4,camera-rgbd-corrupted,cuda:0,,True,True,False,False,3,0,0,11.568000000000008,8.320000000000006,0.00011895860975683298,0.0026358175293668905,0.12423400607894292,0,False,127.4231629371643,14.012069503466288,2.7324822787195444,753
fixed-multiview__static-mixed__seed-20019.json,static-mixed,fixed-multiview,20019,60,4,camera-rgbd-corrupted,cuda:0,,True,True,False,False,3,0,0,8.752000000000006,5.312000000000004,0.0514056801419793,0.6305227563078689,0.07585287235693049,0,False,127.83773318926494,118.90507618586223,2.8621744327247143,577
